GO.Term	GO.ID	TAD	P.value	P.adjust
regulation of stem cell differentiation 	2000736	TAD2490|TAD2716|TAD1174|TAD1382|TAD2723|TAD432|TAD3017	0.036035864473791|0.0650827065608127|0.0161910481349661|0.0477601386782035|0.0121575218038608|0.0477601386782035|0.04191573166214	0.048484791632687|0.0675689307766644|0.0354308101489411|0.0560186626579762|0.0329864326533668|0.0560186626579762|0.0522863151974553
regulation of stem cell population maintenance 	2000036	TAD2953|TAD2189|TAD1878	0.00380543393677657|0.00986675295637374|0.0068402971466125	0.0312226708723271|0.0317468008020042|0.0312226708723271
regulation of stem cell proliferation 	0072091	TAD2189	0.014321865596731	0.0341031232244188
regulation of steroid biosynthetic process 	0050810	TAD3033	0.0389304192665048	0.0503858070046947
regulation of sterol transport 	0032371	TAD3079	0.00628928792440853	0.0312226708723271
regulation of store-operated calcium entry 	2001256	TAD1967	0.00332168144298273	0.0312226708723271
regulation of stress-activated MAPK cascade 	0032872	TAD2498|TAD365|TAD2298	0.0633816108361985|0.00849853793481026|0.0113156938561322	0.066367973157061|0.0317221844764827|0.032591295224651
regulation of stress-activated protein kinase signaling cascade 	0070302	TAD2498|TAD1545	0.0126807416961319|0.001662049526438	0.0333137057358765|0.0312226708723271
regulation of stress fiber assembly 	0051492	TAD280|TAD28	0.0684058752141761|0.0606033411344129	0.0694614368156774|0.0642949849964843
regulation of striated muscle cell differentiation 	0051153	TAD2536|TAD2531	0.00938636316297958|0.001662049526438	0.0317468008020042|0.0312226708723271
regulation of striated muscle contraction 	0006942	TAD333|TAD2415|TAD1121|TAD2266	0.0100075114773217|0.0258187064751596|0.0100075114773217|0.0548100373130123	0.0317719678293165|0.0419103425056673|0.0317719678293165|0.0606423614783632
regulation of striated muscle tissue development 	0016202	TAD842	0.00311439999025021	0.0312226708723271
regulation of substrate adhesion-dependent cell spreading 	1900024	TAD2536|TAD2953|TAD280|TAD111|TAD1644	0.0472356664087363|0.0141250400722178|0.0472356664087363|0.0308182918478058|0.0113156938561322	0.0558276220751541|0.0341031232244188|0.0558276220751541|0.0450667488579602|0.032591295224651
regulation of superoxide anion generation 	0032928	TAD170	0.0432646606789985	0.0532633139809684
regulation of supramolecular fiber organization 	1902903	TAD6|TAD2531|TAD2673	0.0107618592280718|0.00539492541366582|0.0354415188642601	0.032234223274686|0.0312226708723271|0.0480994848482168
regulation of symbiosis, encompassing mutualism through parasitism 	0043903	TAD1293|TAD2930|TAD1294	0.00608237035797732|0.00456493908140421|0.0068402971466125	0.0312226708723271|0.0312226708723271|0.0312226708723271
regulation of synapse assembly 	0051963	TAD1033|TAD1653	0.00484428354090627|0.00725786888329882	0.0312226708723271|0.0312452180388064
regulation of synapse organization 	0050807	TAD1033	0.00193912486213921	0.0312226708723271
regulation of synaptic transmission, dopaminergic 	0032225	TAD1773|TAD2623	0.0055307684823519|0.001662049526438	0.0312226708723271|0.0312226708723271
regulation of synaptic transmission, GABAergic 	0032228	TAD2623	0.00228484299174292	0.0312226708723271
regulation of synaptic transmission, glutamatergic 	0051966	TAD1968|TAD3007|TAD1033|TAD2583|TAD2882	0.00163497277842286|0.00932507610572764|0.00622620417640463|0.00622620417640463|0.0460804172686309	0.0312226708723271|0.0317468008020042|0.0312226708723271|0.0312226708723271|0.0550593148999973
regulation of systemic arterial blood pressure 	0003073	TAD2143	0.0115824836139131	0.0326590512939334
regulation of T cell activation 	0050863	TAD2303	0.0181556953697829	0.0366076038355312
regulation of T cell chemotaxis 	0010819	TAD280	0.0117199633845143	0.0326965588835301
regulation of T cell differentiation 	0045580	TAD3017|TAD212|TAD1574	0.0158989056037366|0.0203962458151657|0.00911533319550784	0.0351635769070858|0.0382911365488866|0.0317221844764827
regulation of T cell differentiation in thymus 	0033081	TAD1476	0.00249238324073919	0.0312226708723271
regulation of T cell mediated cytotoxicity 	0001914	TAD1174	0.0327615416717115	0.0463903581657275
regulation of T cell mediated immunity 	0002709	TAD1174	0.017604335200292	0.0362293494890224
regulation of T cell migration 	2000404	TAD1163|TAD1644	0.00938636316297969|0.00470359566975587	0.0317468008020042|0.0312226708723271
regulation of T cell proliferation 	0042129	TAD1650|TAD370|TAD2127	0.00209592565621454|0.0338615063524669|0.0296913179226318	0.0312226708723271|0.0470136327409096|0.0442943936151848
regulation of T cell receptor signaling pathway 	0050856	TAD111	0.0196449238276022	0.0377948361284341
regulation of T cell tolerance induction 	0002664	TAD548	0.00290697479171087	0.0312226708723271
regulation of telomerase activity 	0051972	TAD2194|TAD899	0.0287306992301906|0.0201971774686884	0.0436809132151573|0.0382297735535656
regulation of telomerase RNA localization to Cajal body 	1904872	TAD2194|TAD899|TAD1059	0.0124055072500905|0.00869920054031237|0.00497976004387646	0.0330028334900394|0.0317221844764827|0.0312226708723271
regulation of telomere maintenance via telomerase 	0032210	TAD2194|TAD899|TAD1059	0.0347897523261413|0.0244793476075024|0.0140609889607516	0.0476818163474596|0.0410768764449113|0.0340594342600153
regulation of telomere maintenance via telomere lengthening 	1904356	TAD899|TAD233	0.00821761919558184|0.0070475775249591	0.0313865936270947|0.0312452180388064
regulation of toll-like receptor 2 signaling pathway 	0034135	TAD767|TAD1545	3.21366367046999e-05|0.001662049526438	0.00285677786285464|0.0312226708723271
regulation of toll-like receptor 3 signaling pathway 	0034139	TAD502	0.0019387890830489	0.0312226708723271
regulation of toll-like receptor 4 signaling pathway 	0034143	TAD502|TAD1545	0.00442737381328451|0.00332225642609207	0.0312226708723271|0.0312226708723271
regulation of toll-like receptor 9 signaling pathway 	0034163	TAD170	0.02352914317276	0.0405724582121405
regulation of toll-like receptor signaling pathway 	0034121	TAD170|TAD2189	0.0657959153379983|0.0178726249482662	0.067972816078157|0.036392901011535
regulation of tooth mineralization 	0070170	TAD1149	0.00580690408359452	0.0312226708723271
regulation of TOR signaling 	0032006	TAD1155|TAD2955|TAD816|TAD1266|TAD2763|TAD1978|TAD1265|TAD1296	0.0320524934836228|0.00926304978597514|0.0229993588295375|0.0543253690295281|0.00926304978597514|0.0229993588295375|0.00926304978597514|0.0229993588295375	0.0459434185237671|0.0317468008020042|0.0402000391874698|0.0603588739990394|0.0317468008020042|0.0402000391874698|0.0317468008020042|0.0402000391874698
regulation of TORC1 signaling 	1903432	TAD2763	0.00387636779657619	0.0312226708723271
regulation of transcription elongation from RNA polymerase II promoter 	0034243	TAD2484	0.0126807416961321	0.0333137057358765
regulation of transcription factor import into nucleus 	0042990	TAD2500|TAD2674	0.00656573862759602|0.0156891915622319	0.0312226708723271|0.0349748184412279
regulation of transcription from RNA polymerase II promoter 	0006357	TAD6|TAD1121|TAD233|TAD1360|TAD179|TAD1978	0.0168992889708821|0.0849629309844533|0.0168992889708821|0.0743249108513769|0.0946787786775851|0.0849629309844533	0.0359178222983762|0.0856986506018165|0.0359178222983762|0.0752155628687691|0.0952805107367078|0.0856986506018165
regulation of transcription from RNA polymerase II promoter in response to hypoxia 	0061418	TAD2716|TAD1174|TAD1382|TAD2723|TAD432|TAD837|TAD1290	0.0578860371688782|0.0128771818633617|0.0424353565164048|0.0107797298873012|0.0424353565164048|0.0424353565164048|0.0161264959512462	0.0625524739464077|0.0334524109707598|0.05266020728246|0.032234223274686|0.05266020728246|0.05266020728246|0.0353659186258231
regulation of transcription from RNA polymerase II promoter in response to oxidative stress 	0043619	TAD2943	0.000554285318367653	0.0249650107392791
regulation of transcription from RNA polymerase II promoter in response to stress 	0043618	TAD2716|TAD1174|TAD1382|TAD2723|TAD432|TAD837	0.0686622673836286|0.0179707206025722|0.0504128005030758|0.0128460576994427|0.0504128005030758|0.0504128005030758	0.0696380522083359|0.0364994771786199|0.0578053089271521|0.0334524109707598|0.0578053089271521|0.0578053089271521
regulation of transcription initiation from RNA polymerase II promoter 	0060260	TAD1121|TAD2266	0.00449608461434436|0.0249387483862336	0.0312226708723271|0.041220436227747
regulation of transcription involved in cell fate commitment 	0060850	TAD2542	0.00580670328554889	0.0312226708723271
regulation of transcription involved in G1/S transition of mitotic cell cycle 	0000083	TAD3038|TAD280|TAD2310|TAD2744	0.0336985024262889|0.000417394613427492|0.0178744694287355|0.0089759828456204	0.0469900393052306|0.0206335464023132|0.036392901011535|0.0317221844764827
regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter 	1901836	TAD2155	0.00249238324073919	0.0312226708723271
regulation of transcription regulatory region DNA binding 	2000677	TAD2238|TAD6|TAD2310|TAD454|TAD2189	0.0178744694287355|0.0107618592280718|0.0178744694287355|0.00539492541366582|0.023176630682581	0.036392901011535|0.032234223274686|0.036392901011535|0.0312226708723271|0.0403352181585568
regulation of transcription, DNA-templated 	0006355	TAD280|TAD2882|TAD2849|TAD179|TAD557|TAD2888	0.110577190107653|5.14729315266533e-08|0.0071787606536224|0.02607886956518|0.0254188061983202|1.15475377562772e-06	0.111125470502871|1.20822196914238e-05|0.0312452180388064|0.0420431537024393|0.0417089025281375|0.000212768632040205
regulation of transforming growth factor beta production 	0071634	TAD2500|TAD2793|TAD2670	0.00345996488210043|0.00276883509840009|0.00345996488210043	0.0312226708723271|0.0312226708723271|0.0312226708723271
regulation of transforming growth factor beta receptor signaling pathway 	0017015	TAD2765|TAD2140|TAD2500|TAD548|TAD2793|TAD1670|TAD1290|TAD929	0.0324008083146107|0.0163321121485394|0.0270735843865918|0.037699230449715|0.021717404119452|0.0270735843865918|0.0163321121485394|0.0270735843865918	0.0462125127829364|0.0355658635586251|0.0425649035395706|0.0496488478777418|0.0393288372670705|0.0425649035395706|0.0355658635586251|0.0425649035395706
regulation of transforming growth factor beta2 production 	0032909	TAD2500|TAD2793	0.00207713009225519|0.00166199196430317	0.0312226708723271|0.0312226708723271
regulation of translation 	0006417	TAD2531|TAD2763	0.0436263498581775|0.0292989066537743	0.0534384487391455|0.0441269423689273
regulation of translational initiation 	0006446	TAD2531|TAD370|TAD1878|TAD1814	0.0128327388577302|0.0338615063524669|0.0380140600166712|0.0255034210699481	0.0334396954446484|0.0470136327409096|0.0498707461441053|0.0417126644807705
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway 	0090092	TAD2500|TAD2793|TAD1376	0.00966376408547376|0.00773824401008971|0.0115856808172179	0.0317468008020042|0.0313865936270947|0.0326590512939334
regulation of transmembrane transport 	0034762	TAD2143|TAD3020|TAD2797	0.0230402924725287|0.0148706400042945|0.00993746552075414	0.0402000391874698|0.0344894446685106|0.0317468008020042
regulation of transport 	0051049	TAD2498	0.0314138597047376	0.0455831657400471
regulation of transposition 	0010528	TAD3071	1.27152154047185e-16	1.17141811737652e-13
regulation of triglyceride biosynthetic process 	0010866	TAD889	0.00449608461434436	0.0312226708723271
regulation of trophoblast cell migration 	1901163	TAD1878	0.0068402971466125	0.0312226708723271
regulation of tube diameter 	0035296	TAD6	0.00290697479171098	0.0312226708723271
regulation of tumor necrosis factor-mediated signaling pathway 	0010803	TAD1141|TAD280|TAD1916|TAD707|TAD2481|TAD1815|TAD1362	0.0418757707127113|0.0639861243080231|0.0529943212413696|0.0493022913046892|0.0381411735915242|0.0154314905844104|0.0154314905844104	0.0522863151974553|0.0668421176927642|0.0593944317031674|0.0570744139915148|0.0498707461441053|0.0347545975341708|0.0347545975341708
regulation of tumor necrosis factor biosynthetic process 	0042534	TAD767	0.0121310900724217	0.0329738890962001
regulation of tumor necrosis factor production 	0032680	TAD1650|TAD2955|TAD1141|TAD1756|TAD2189|TAD2670|TAD2956	0.0655539903264991|0.00843528004543659|0.0455360312862323|0.0455360312862323|0.0535933301715372|0.0209571341023337|0.0374112699686413	0.0678020144895634|0.0317221844764827|0.0546963160843694|0.0546963160843694|0.0598078193985638|0.0387412617645111|0.0495330297703437
regulation of tumor necrosis factor secretion 	1904467	TAD1756|TAD432|TAD2670	5.51506950640288e-05|0.00828610166652977|0.00518635218240593	0.0044356916172926|0.0313865936270947|0.0312226708723271
regulation of type B pancreatic cell development 	2000074	TAD784|TAD1978|TAD817	0.00276873924128707|0.00276873924128707|0.000554285318367653	0.0312226708723271|0.0312226708723271|0.0249650107392791
regulation of type I interferon production 	0032479	TAD2674|TAD432|TAD837|TAD1362	0.0684518555310543|0.0461654312605768|0.0461654312605768|0.0233522456970509	0.069487238700962|0.0550789357657977|0.0550789357657977|0.0404601911256477
regulation of tyrosine phosphorylation of STAT protein 	0042509	TAD1650|TAD2326|TAD2238|TAD1545	0.0655539903264991|0.0168005629149897|0.0414821180365775|0.0126266353165356	0.0678020144895634|0.0358511064604138|0.0521110430373964|0.0333137057358765
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle 	0051439	TAD2716|TAD858|TAD1174|TAD1382|TAD2723|TAD432|TAD542	0.0535438992035695|0.0440235316926464|0.0110511514070303|0.0392279972595576|0.00995259385711145|0.0392279972595576|0.029565651456765	0.0598078193985638|0.0536752416212995|0.0323336971931206|0.05049310192559|0.0317468008020042|0.05049310192559|0.0442045311098933
regulation of ubiquitin-protein transferase activity 	0051438	TAD6|TAD2542|TAD889	0.0128203411742491|0.0254815572949387|0.0106947199042904	0.0334396954446484|0.0417126644807705|0.032234223274686
regulation of ubiquitin protein ligase activity 	1904666	TAD858|TAD2266|TAD28|TAD542|TAD116	0.0222319825281975|0.0675994365872032|0.0367855486895764|0.0148752523436595|0.0222319825281975	0.0396787629340057|0.0690438107614108|0.0490336693581523|0.0344894446685106|0.0396787629340057
regulation of vacuole organization 	0044088	TAD726|TAD135	0.0137753111616133|0.0192347988387677	0.0337719580410772|0.0373505469004725
regulation of vascular associated smooth muscle cell migration 	1904752	TAD3071|TAD1033	0.0121323452463344|0.00110830178992083	0.0329738890962001|0.0312226708723271
regulation of vascular endothelial cell proliferation 	1905562	TAD280|TAD1033	0.0140483889693046|0.00166222224475421	0.0340594342600153|0.0312226708723271
regulation of vascular endothelial growth factor production 	0010574	TAD2953|TAD816|TAD1878	0.00931992121486969|0.00931992121486969|0.0167155790268679	0.0317468008020042|0.0317468008020042|0.0357224120325347
regulation of vascular endothelial growth factor receptor signaling pathway 	0030947	TAD2582|TAD2583	0.00152428462551091|0.00304635126480135	0.0312226708723271|0.0312226708723271
regulation of vascular smooth muscle cell proliferation 	1904705	TAD3071|TAD2238|TAD1033	0.0374487388523663|0.0171923430705109|0.0034614027382126	0.0495483423512959|0.036017726447192|0.0312226708723271
regulation of vasculature development 	1901342	TAD2674	0.023041873860757	0.0402000391874698
regulation of vesicle-mediated transport 	0060627	TAD1133|TAD3085|TAD766|TAD2498|TAD1126	0.00562574823185974|0.0469079765197236|0.0377045128544603|0.0201366103179245|0.0377045128544603	0.0312226708723271|0.055585293972273|0.0496488478777418|0.0382000016776201|0.0496488478777418
regulation of vesicle fusion 	0031338	TAD1133|TAD3085|TAD726|TAD766|TAD873|TAD2189|TAD2143	0.0495730789974749|0.0209571341023337|0.0414821180365775|0.0168005629149897|0.0333234175228109|0.0535933301715372|0.0575968535321149	0.0572556055578487|0.0387412617645111|0.0521110430373964|0.0358511064604138|0.0467857457988591|0.0598078193985638|0.0624359445218544
